"item1_1_player","item2_1_player","item3_1_player","item4_1_player","item5_1_player","item6_1_player","item7_1_player"
"Boots of Speed","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void","void"
"Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter","Void Staff","Zhonya's Hourglass"
"Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Enchantment: Alacrity","Frost Queen's Claim","Haunting Guise","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Boots of Speed","Fiendish Codex","Forbidden Idol","Frost Queen's Claim","Sightstone","Sweeping Lens (Trinket)","Vision Ward"
"Enchantment: Captain","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void","void"
"Blasting Wand","Doran's Ring","Farsight Alteration","Ionian Boots of Lucidity","Luden's Echo","Rylai's Crystal Scepter","Void Staff"
"Frost Queen's Claim","Ionian Boots of Lucidity","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void"
"Amplifying Tome","Eye of the Watchers","Fiendish Codex","Forbidden Idol","Ionian Boots of Lucidity","Warding Totem (Trinket)","void"
"Boots of Swiftness","Frost Queen's Claim","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void","void"
"Blasting Wand","Doran's Ring","Doran's Ring","Farsight Alteration","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter"
"Amplifying Tome","Boots of Speed","Frost Queen's Claim","Giant's Belt","Total Biscuit of Rejuvenation","Vision Ward","Warding Totem (Trinket)"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Sorcerer's Shoes","Void Staff","Zhonya's Hourglass"
"Amplifying Tome","Enchantment: Alacrity","Frost Queen's Claim","Giant's Belt","Sightstone","Sweeping Lens (Trinket)","void"
"Doran's Ring","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Vision Ward","Warding Totem (Trinket)","void"
"Eye of the Watchers","Glacial Shroud","Mikael's Crucible","Oracle Alteration","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)"
"Blasting Wand","Eye of the Watchers","Liandry's Torment","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Boots of Speed","Frost Queen's Claim","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void","void"
"Amplifying Tome","Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","deletedItem","void"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Luden's Echo","Needlessly Large Rod","Rabadon's Deathcap","Rylai's Crystal Scepter"
"Doran's Ring","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","void"
"Amplifying Tome","Doran's Ring","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Elixir of Sorcery","Liandry's Torment","Luden's Echo","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Amplifying Tome","Frostfang","Needlessly Large Rod","Oracle Alteration","Sightstone","Sorcerer's Shoes","Vision Ward"
"Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Amplifying Tome","Blasting Wand","Enchantment: Alacrity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Seeker's Armguard","Sightstone"
"Abyssal Scepter","Doran's Ring","Doran's Ring","Frost Queen's Claim","Ruby Crystal","Sorcerer's Shoes","Warding Totem (Trinket)"
"Enchantment: Captain","Fiendish Codex","Frost Queen's Claim","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","Vision Ward"
"Corrupting Potion","Frost Queen's Claim","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Amplifying Tome","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","void"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Giant's Belt","Sightstone","Total Biscuit of Rejuvenation","Warding Totem (Trinket)"
"Blasting Wand","Ionian Boots of Lucidity","Liandry's Torment","Luden's Echo","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Amplifying Tome","Enchantment: Alacrity","Frost Queen's Claim","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","The Dark Seal"
"Amplifying Tome","Corrupting Potion","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward"
"Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","void"
"Crystalline Bracer","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter","deletedItem"
"Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sightstone","Spellthief's Edge","Warding Totem (Trinket)"
"Boots of Mobility","Eye of the Watchers","Farsight Alteration","Liandry's Torment","Ruby Crystal","Rylai's Crystal Scepter","Vision Ward"
"Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff","Warding Totem (Trinket)","void"
"Boots of Mobility","Frost Queen's Claim","Liandry's Torment","Luden's Echo","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Boots of Mobility","Doran's Ring","Frost Queen's Claim","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Doran's Ring","Enchantment: Alacrity","Fiendish Codex","Forbidden Idol","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone"
"Cloth Armor","Frost Queen's Claim","Needlessly Large Rod","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Aether Wisp","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sorcerer's Shoes","The Dark Seal","void"
"Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter","Void Staff","void"
"Blasting Wand","Cloth Armor","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Sorcerer's Shoes","Warding Totem (Trinket)"
"Boots of Mobility","Frost Queen's Claim","Ruby Crystal","Warding Totem (Trinket)","void","void","void"
"Amplifying Tome","Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Rylai's Crystal Scepter","Void Staff","Zhonya's Hourglass"
"Frostfang","Ionian Boots of Lucidity","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation"
"Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Boots of Mobility","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void","void"
"Amplifying Tome","Boots of Speed","Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Vision Ward","Warding Totem (Trinket)"
"Blasting Wand","Farsight Alteration","Fiendish Codex","Ionian Boots of Lucidity","Needlessly Large Rod","Rylai's Crystal Scepter","Void Staff"
"Boots of Mobility","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Sightstone","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","void"
"Amplifying Tome","Boots of Mobility","Frostfang","Haunting Guise","Sightstone","Warding Totem (Trinket)","void"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Boots of Speed","Frost Queen's Claim","Warding Totem (Trinket)","void","void","void","void"
"Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","Vision Ward"
"Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","void","void"
"Enchantment: Alacrity","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Eye of the Watchers","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sorcerer's Shoes","Zhonya's Hourglass","void"
"Boots of Mobility","Eye of the Watchers","Haunting Guise","Mejai's Soulstealer","Oracle Alteration","Rylai's Crystal Scepter","void"
"Doran's Ring","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Amplifying Tome","Doran's Ring","Farsight Alteration","Morellonomicon","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Doran's Ring","Haunting Guise","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass","deletedItem","void"
"Amplifying Tome","Blasting Wand","Enchantment: Alacrity","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Doran's Ring","Doran's Ring","Health Potion","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Ruby Crystal","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","void"
"Blasting Wand","Frost Queen's Claim","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Blasting Wand","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Sightstone"
"Blasting Wand","Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Frostfang","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Aether Wisp","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frostfang","Ionian Boots of Lucidity","Sightstone","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","void","void"
"Amplifying Tome","Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Rylai's Crystal Scepter","Sightstone","Total Biscuit of Rejuvenation"
"Boots of Speed","Frost Queen's Claim","Warding Totem (Trinket)","void","void","void","void"
"Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","void"
"Corrupting Potion","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Void Staff"
"Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Sightstone","Total Biscuit of Rejuvenation","void"
"Eye of the Watchers","Liandry's Torment","Morellonomicon","Rylai's Crystal Scepter","Sweeping Lens (Trinket)","deletedItem","void"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Luden's Echo","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","The Dark Seal","Warding Totem (Trinket)","deletedItem","void"
"Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Void Staff"
"Amplifying Tome","Blasting Wand","Enchantment: Alacrity","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Ruby Crystal","Sightstone"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Luden's Echo","Rylai's Crystal Scepter","Sorcerer's Shoes","Zhonya's Hourglass"
"Frostfang","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Blasting Wand","Mejai's Soulstealer","Morellonomicon","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Vision Ward"
"Boots of Mobility","Frost Queen's Claim","Giant's Belt","Sightstone","Sweeping Lens (Trinket)","void","void"
"Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Rylai's Crystal Scepter","Sightstone","Vision Ward","Zhonya's Hourglass"
"Amplifying Tome","Frost Queen's Claim","Ruby Crystal","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Boots of Mobility","Frost Queen's Claim","Giant's Belt","Oracle Alteration","Ruby Sightstone","Vision Ward","Zeke's Harbinger"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Seeker's Armguard","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Ruby Crystal","Sightstone","Warding Totem (Trinket)","void"
"Aether Wisp","Doran's Ring","Farsight Alteration","Liandry's Torment","Sorcerer's Shoes","Vision Ward","Zhonya's Hourglass"
"Frost Queen's Claim","Liandry's Torment","Luden's Echo","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Sightstone","Sorcerer's Shoes","Vision Ward"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Doran's Ring","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Boots of Mobility","Frost Queen's Claim","Kindlegem","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Zeke's Harbinger"
"Blasting Wand","Doran's Ring","Ionian Boots of Lucidity","Rod of Ages","Ruby Crystal","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Doran's Ring","Doran's Ring","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Needlessly Large Rod","Warding Totem (Trinket)"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Luden's Echo","Rylai's Crystal Scepter","Sorcerer's Shoes","Zhonya's Hourglass"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Needlessly Large Rod","Oracle Alteration","Sightstone"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)"
"Blasting Wand","Doran's Ring","Farsight Alteration","Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Athene's Unholy Grail","Blasting Wand","Doran's Ring","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Sightstone","Warding Totem (Trinket)","void","void"
"Boots of Swiftness","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Abyssal Scepter","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Zhonya's Hourglass"
"Farsight Alteration","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Tear of the Goddess","Void Staff"
"Boots of Mobility","Frost Queen's Claim","The Dark Seal","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void","void"
"Blasting Wand","Boots of Mobility","Eye of the Watchers","Haunting Guise","Refillable Potion","Rylai's Crystal Scepter","Sweeping Lens (Trinket)"
"Amplifying Tome","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","Zhonya's Hourglass"
"Amplifying Tome","Blasting Wand","Frost Queen's Claim","Needlessly Large Rod","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)"
"Blasting Wand","Boots of Mobility","Frostfang","Haunting Guise","Rylai's Crystal Scepter","Sightstone","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void","void"
"Amplifying Tome","Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Abyssal Scepter","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Needlessly Large Rod","Seeker's Armguard","Warding Totem (Trinket)"
"Doran's Ring","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void","void"
